route_a,route_b
020F242,021Y072
757F042,769F007
武汉新港分拣中心,027F002
573F001,571F022
上海金红叶商超协同仓,021Y072
上海3CA电脑办公仓3号库,021F009
上海逆向开放仓3号库,021Y072
020F008,020F242
上海商超B牛奶水饮仓4号库,512F004
512F004,021F053
广州综合仓1号库,760F001
027F074,010F017
阜阳本地仓1号库,558F004
558F004,551F011
021F009,021Y072
广州百货B家具建材仓2号库,CPZ
027F074,027F060
北京百货B家具建材仓3号库,021Y072
西安亚一商超A休闲食品仓1号库,029F678
广州公共平台仓9号库,757F042
杭州亚一商超B个护清洁仓1号库,057F021
上海商超B牛奶水饮仓T1库,512F004
上海公共平台仓17号库,021Y072
北京商超A个护清洁仓1号库,021Y072
天津药品仓1号库,021Y072
洛阳本地仓1号库,037F001
037F001,396F002
021Y082,021F103
021F103,021F051
上海生鲜仓5号库,021F008
上海商超B个护清洁仓T2库,512F004
,010F172
唐山FDC仓B1库,315F001
德州公共平台仓2号库,316F021
027F060,371F026
371F026,027F060
512F055,512F004
010F172,029F678
沈阳亚一商超B母婴玩具仓1号库,024F043
临沂本地仓1号库,539F001
南京商超B米面粮油仓1号库,025F002
德州3CB电脑办公仓1号库,316F021
579F010,021Y072
广州商超B米面粮油仓T3号库,757F003
广州安妞服装协同仓,020F242
上海公共平台仓22号库,021Y072
574F003,021F009
020F242,512F012
476F001,316F011
广州商超A个护清洁仓7号库,021F008
北京公共平台仓28号库,312F002
金华金义保税平台协同仓1号库,021Y072
北京百货B家具建材仓5号库,021Y072
551F011,512F055
512F065,573F001
广州商超A个护清洁仓5号库,769F001
沈阳商超A个护清洁仓2号库,024F004
沈阳服装仓1号库,024F004
广州百货B家具建材仓2号库,021Y072
沈阳商超B米面粮油仓3号库,024F004
成都亚一服装仓1号库（新）,021Y072
成都商超B个护清洁仓2号库,028F020
广州商超B个护清洁仓1号库,021Y072
上海商超B米面粮油仓2号库,025F002
东莞亚一综合B仓5号库,021Y072
573F001,579F010
571F099,512F011
武汉公共平台仓4号库,027F074
512F012,316F029
316F029,316F011
316F011,512F012
512F012,316F011
上海生鲜仓2号库（新）,021Y072
上海沃尔玛KA仓1号库,021Y072
海口综保保税综合仓3号库,898F002
898F002,769F001
广州亚一服装仓5号库,021Y072
上海公共平台仓22号库,021F008
广州3CB电脑办公仓1号库,760F001
010F172,316F001
316F001,316F011
武汉公共平台仓5号库,027F074
沈阳公共平台仓9号库,024F004
上海商超A个护清洁仓12号库,021F053
上海商超B母婴玩具仓5号库,021F009
上海商超B牛奶水饮仓1号库,021Y072
德州医疗器械仓1号库,316F021
512F004,512F008
广州商超B宠物园艺仓1号库,757F042
北京百货B家具建材仓2号库,021Y072
571F022,057F021
武汉健康仓1号库,027F060
027F002,021Y072
010F172,316F029
527F005,527F001
西安亚一3CB仓1号库,021Y072
沈阳商超A个护清洁仓2号库,021Y072
运城本地仓1号库,359F001
359F001,029F270
广州服装仓5号库,021Y072
北京光大积分KA仓1号库,316F030
021F053,512F011
南京生活小电仓T1号库,025F002
西安商超B牛奶水饮仓1号库,029F270
316F011,512F085
上海商超A个护清洁仓10号库,512F004
德州3CB电脑办公仓1号库,021Y072
成都3CB电脑办公仓3号库,028F029
济南3CB电脑办公仓1号库,316F021
武汉商超A个护清洁仓6号库,027F074
027F074,027F010
010F172,371F026
北京蒙牛商超协同仓,316F011
512F055,553F001
553F001,025F005
柳州FDC仓B1库,772F001
772F001,027F074
沈阳综合仓1号库,024F004
西安商超A休闲食品仓2号库,029F270
广州商超B宠物园艺仓1号库,CPZ
512F065,512F012
武汉亚一厨房小电仓1号库,021Y072
泉州美熙服装协同仓1号库（新）,595F005
595F005,512F065
北京共享仓5号库,022F020
022F020,316F011
010F013,551F002
027F074,027F006
472F002,471F002
济南百货B家居日用仓3号库,316F021
021F008,021F052
武汉东西湖保税综合仓1号库,027F002
济南百货B车旅用品仓2号库,316F021
西安港务分拣中心,029F270
022F015,022F002
北京洁柔商超协同仓,010F013
010F013,010F172
德州百货A仓1号库,316F021
广汉药品仓1号库,021Y072
武汉百货B家具建材仓2号库,027F074
769F001,527F001
021F005,571F099
512F008,510F004
广州百货B家居日用仓3号库,021Y072
769F007,057F021
广州商超B宠物园艺仓1号库,HPG
广州商超B米面粮油仓2号库,HPG
沈阳商超B牛奶水饮仓2号库,024F004
德州商超B牛奶水饮仓3号库,316F021
德州商超B米面粮油仓1号库,316F021
广州百货B家居日用仓6号库,757F003
西安生活小电仓1号库,029F270
武汉百货A家居日用仓2号库,027F010
上海商超B牛奶水饮仓T6号库,021Y072
杭州亚一商超A休闲食品仓1号库,057F021
天水本地仓1号库,938F001
938F001,029F270
512F085,021Y057
021Y057,021F051
020F041,757F042
武汉商超A个护清洁仓6号库,027F010
上海生鲜仓1号库,021F009
广州百货B家具建材仓3号库,CPZ
上海生鲜仓2号库,512F085
021F053,512F008
济南商超B母婴玩具仓2号库,316F021
上海家纺综合协同仓,021Y072
010F172,022F002
广州商超A休闲食品仓1号库,021Y072
上海生鲜仓3号库,512F085
上海百货B车旅用品仓4号库,021Y072
成都亚一商超A个护清洁仓4号库,028F029
广州商超B米面粮油仓3号库（新）,757F003
512F008,512F011
广州商超B个护清洁仓5号库,021Y072
驻马店FDC仓A1库,371F002
371F002,396F002
济南百货B家具建材仓1号库,316F021
北京百货B家居日用仓1号库,021Y072
广州商超A个护清洁仓2号库,021Y072
廊坊锦绣分拣中心,021F008
深圳兴围营业部,769F007
010F069,PKX
PKX,PVG
PVG,021F008
广州服装仓3号库,021Y072
西安亚一商超B母婴玩具仓2号库,029F678
武汉亚一公共平台仓3号库,027F060
广州商超B牛奶水饮仓2号库,CPZ40GZ
CPZ40GZ,MH
广州公共平台仓8号库,021F008
上海商超A休闲食品仓2号库,021F009
上海尤妮佳无界工厂仓,021Y072
沈阳亚一百货A仓1号库,024F043
527F005,516F001
武汉维达商超协同仓,027F006
西安商超B个护清洁仓1号库,029F270
沈阳公共平台仓3号库,024F043
027F074,021Y072
757F042,021F009
广州黄埔保税综合仓2号库,021Y072
北京图书音像仓2号库,021Y072
广州商超B宠物园艺仓1号库,021F008
武汉亚一综合B仓1号库,021Y072
512F012,512F065
北京服装仓8号库,010F069
广州公共平台仓10号库,757F042
上海商超B米面粮油仓1号库,512F085
南宁亚一FDC仓A2库,771F009
771F009,027F074
成都公共平台仓3号库,028F020
成都医疗器械仓2号库,028F029
广州品星商超协同仓,769F007
成都亚一商超A休闲食品仓2号库,028F029
上海生鲜仓4号库（新）,021Y072
010F069,021Y072
武汉亚一3CA数码通讯仓2号库,021Y072
广州商超A休闲食品仓5号库,769F001
512F055,512F008
上海百货B家居日用仓7号库,021F053
杭州下沙保税宠物协同仓1号库,021Y072
527F005,021Y072
广州百货B家具建材仓2号库,020F242
广州商超B牛奶水饮仓3号库,HPG
上海百货B家居日用仓7号库,021Y072
武汉亚一公共平台仓10号库,027F060
广州安踏KA仓3号库,021Y072
南通分拣中心,571F099
深圳生活小电仓1号库,755F009
551F011,024F043
316F021,021Y072
广州商超B牛奶水饮仓4号库,020F242
上海汽后仓2号库,512F065
广州商超A休闲食品仓3号库,757F003
北京公共平台仓2号库,316F018
成都亚一商超B母婴玩具仓1号库,028F029
南京生活小电仓T1号库,025F005
769F007,755F022
731F010,021Y072
512F085,021Y420
021Y420,512F065
深圳商超B米面粮油仓1号库,021Y072
512F004,021Y072
757F003,755F022
西安综合仓1号库,029F270
济南厨房小电仓2号库,316F021
316F021,JNHCZ
JNHCZ,SHZ
SHZ,512F004
021Y301,021F008
广州商超A休闲食品仓6号库,757F042
武汉商超A休闲食品仓1号库,021Y072
,512F055
北京公共平台仓17号库,022F015
沈阳浑南分拣中心,512F055
沈阳公共平台仓10号库,024F004
上海百货B家具建材仓3号库,512F004
济南3CB电脑办公仓1号库,021Y072
武汉亚一公共平台仓8号库,027F010
021F009,523F001
523F004,021F009
成都百货B家居日用仓1号库,028F020
上海亚一商超B米面粮油仓2号库,021F008
020F008,527F005
527F005,769F001
北京商超A休闲食品仓4号库,021Y072
021F053,021Y429
021Y429,512F065
德州百货B车旅用品仓2号库,316F021
广州商超A个护清洁仓3号库,769F007
020F242,769F007
广州公共平台仓15号库,760F001
武汉生活小电仓1号库,027F006
济南生活小电仓1号库,316F021
广州百货B家具建材仓3号库,HPG
广州商超B牛奶水饮仓5号库,757F003
广州百货B家具建材仓4号库,021F008
西安亚一商超A个护清洁仓5号库,029F678
512F065,571F022
中山分拣中心,020F242
广州综合仓1号库,757F003
福州FDC仓B2库,591F009
591F009,595F005
武汉亚一公共平台仓7号库,027F060
贵阳亚一FDC仓A1库,851F002
021F009,769F007
成都亚一商超B米面粮油仓1号库,028F020
028F020,519F003
519F003,519Y015
519Y015,519F003
519F003,551F011
西安3CB仓2号库,029F270
021F051,731F001
广州百货B家居日用仓5号库,021Y072
316F003,316F029
571F099,551F011
上海商超A休闲食品仓4号库,512F004
广州南海药品协同保税仓1号库,020F242
上海亚一商超B米面粮油仓2号库,512F013
512F013,512F065
武汉公共平台仓1号库,027F010
西安亚一商超B母婴玩具仓3号库,029F678
574F003,010F013
济南商超B个护清洁仓1号库,316F021
苏州昆山分拣中心,512F055
广州公共平台仓4号库,757F003
沈阳商超B宠物园艺仓2号库,024F004
武汉公共平台仓6号库,027F002
上海商超B牛奶水饮仓6号库,510F004
527F005,512F085
上海商超B米面粮油仓1号库,021F009
551F011,021F009
020F060,020F008
上海生鲜仓1号库（新）,021Y072
深圳商超B牛奶水饮仓1号库,021Y072
武汉健康仓1号库,027F002
武汉百货A家居日用仓1号库,027F002
757F042,769F001
北京商超B母婴玩具仓1号库,021Y072
上海商超B牛奶水饮仓6号库,512F085
合肥亚一FDC仓A1库,551F002
广州公共平台仓7号库,CPZ
010F172,510F004
北京顺义分拣中心,021Y072
北京服装仓4号库,021Y072
769F001,021Y072
020F041,021Y072
北京商超A休闲食品仓2号库,021Y072
广州百货B家居日用仓5号库,021F008
北京品星商超协同仓,316F011
武汉沃尔玛KA仓1号库,027F074
武汉百货B家居日用仓2号库,027F002
663F001,571F022
沈阳亚一百货A家居日用仓2号库,024F004
上海商超A个护清洁仓9号库,021Y072
上海商超B母婴玩具仓2号库（临时）,021Y072
成都亚一商超A个护清洁仓1号库,028F029
广州公共平台仓5号库,020F242
上海亚一商超A个护清洁仓9号库,021Y072
,029F270
上海商超B米面粮油仓1号库,551F002
武汉服装仓1号库,021Y072
广州公共平台仓8号库,CPZ40FS
020F008,752F001
752F001,769F001
769F001,755F009
上海公共平台仓7号库,527F001
北京服装仓8号库,021Y072
北京服装仓7号库,021Y072
027F002,027F060
衡阳FDC仓,734F001
734F001,731F010
广州滴露商超协同仓,021Y072
德州百货B车旅用品仓1号库,316F021
南京百货B家居日用仓2号库,025F005
北京厨房小电仓1号库,021Y072
武汉商超B米面粮油仓2号库,021Y072
北京联想3C协同仓,021Y072
武汉沃尔玛KA仓1号库,027F002
泰州本地仓1号库,523F001
沈阳厨房小电仓1号库,024F001
济南商超A个护清洁仓1号库,531F001
广州商超B米面粮油仓4号库,021Y072
北京安踏KA仓1号库,316F001
成都百货B家居日用仓5号库,028F020
北京公共平台仓15号库,022F021
上海王桥营业部,021F103
010F172,022F016
上海医疗器械仓3号库,512F004
德州商超A个护清洁仓3号库,316F021
北京商超A个护清洁仓5号库,021Y072
武汉斐乐KA仓2号库,027F060
成都亚一百货B家居日用仓3号库,028F020
西安商超B米面粮油仓2号库,029F270
574F003,021Y072
北京图书音像仓1号库,021Y072
成都综合仓1号库,021Y072
上海亚一商超B米面粮油仓2号库,021F053
广州公共平台仓16号库,HPG
上海商超B母婴玩具仓3号库,512F012
020F015,755F022
025F005,527F005
成都亚一商超B母婴玩具仓2号库,028F029
上海公共平台仓20号库,573F001
济南百货B家居日用仓8号库,316F021
北京顺义分拣中心,021F008
武汉百货B家居日用仓2号库,021Y072
上海百货B家居日用仓3号库,021F009
上海商超B米面粮油仓2号库,512F085
北京公共平台仓6号库,316F004
010F013,571F099
萝岗传站第一车队,020F242
523F004,025F005
769F001,757F003
宿迁亚一FDC仓B1库,527F001
021F051,021F009
德州百货B家居日用仓1号库,316F021
431F002,512F055
上海商超B牛奶水饮仓1号库（临时）,021Y072
济南百货B车旅用品仓1号库,316F021
021F052,021F051
广州宝洁商超协同仓,020F008
上海商超A休闲食品仓4号库,512F055
北京生鲜仓2号库,010F017
020F041,769F007
上海商超B牛奶水饮仓3号库,512F004
757F042,574F003
广州图书音像仓,021Y072
杭州下沙保税平台协同仓2号库,021Y072
025F005,021Y072
上海商超B个护清洁仓T2库,571F099
512F055,025F002
武汉商超A个护清洁仓2号库,027F010
027F074,027F002
广州百货B家居日用仓2号库,057F021
杭州亚一综合A仓1号库,057F021
022F002,TSN
TSN,HGH
成都亚一商超A休闲食品仓2号库,028F020
苏州昆山分拣中心,512F008
武汉商超B牛奶水饮仓1号库,021Y072
武汉亚一商超A个护清洁仓3号库,021Y072
天津港保税综合仓2号库,021Y072
上海百货B家居日用仓3号库,021Y072
上海商超B牛奶水饮仓3号库,021F009
西安生活小电仓2号库,029F270
昆山药品仓1号库,021F009
757F042,760F001
512F012,757F042
武汉公共平台仓1号库,027F074
027F074,021F009
760F001,571F099
广州公共平台仓5号库,CPZ
北京百货A家居日用仓1号库,010F017
上海斯凯奇KA仓1号库,512F004
广州商超A休闲食品仓1号库,757F003
551F011,025F005
武汉亚一商超B个护清洁仓2号库,021Y072
广州黄埔保税综合仓1号库,512F085
021F051,769F001
沈阳亚一商超A休闲食品仓1号库,024F043
广州公共平台仓2号库,CPZ40FS
021F053,057F021
武汉亚一公共平台仓13号库,027F060
西宁本地仓1号库,021Y072
温州亚一FDC仓A1库,577F003
577F003,571F022
512F078,025F002
长春亚一FDC仓B1库,431F002
571F099,512F004
021F051,057F021
上海逆向开放仓3号库,512F065
广州公共平台仓14号库,021F008
021F015,579F010
769F001,510F004
德州商超B牛奶水饮仓2号库,316F021
021F005,057F021
512F008,512F004
广州百货B家居日用仓2号库,025F002
北京商超B米面粮油仓1号库,512F085
武汉公共平台仓2号库,027F010
广州百货B家居日用仓2号库,021Y072
北京公共平台仓7号库,021Y072
上海商超A个护清洁仓10号库,021F009
郑州亚一商超A个护清洁仓1号库,371F026
769F001,451F001
571F099,021F053
西安百货B仓1号库,029F270
025F005,571F099
316F003,021Y072
316F011,022F002
西安医疗器械仓1号库,021Y072
遵义本地仓1号库,852F002
852F002,851F002
539F001,512F085
,316F021
024F043,454F001
454F001,451F001
451F001,571F022
757F042,020F008
020F008,757F042
成都商超B牛奶水饮仓4号库,028F020
成都亚一百货A仓1号库,028F020
广州公共平台仓1号库,CPZ40FS
杭州亚一商超A个护清洁仓1号库,057F021
北京商超B牛奶水饮仓2号库,010F017
成都亚一服装仓2号库,028F029
431F002,527F005
上海商超A休闲食品仓6号库,512F055
028F020,021Y072
沈阳亚一百货B家具建材仓1号库,024F004
厦门亚一FDC仓A3库,592F009
北京商超B牛奶水饮仓3号库,010F017
010F017,513F002
512F012,010F172
上海商超B牛奶水饮仓6号库,512F004
021F005,512F011
020F242,757F042
金华亚一FDC仓B1库,579F010
上海医疗器械仓1号库（新）,512F085
512F085,021Y340
021Y340,512F065
316F003,022F002
上海商超B母婴玩具仓2号库,512F011
512F065,551F002
西安药品仓1号库,021Y072
德州商超A休闲食品仓3号库,316F021
南宁亚一FDC仓B2库,771F009
771F009,512F012
上海商超A个护清洁仓6号库,021F009
上海百货B车旅用品仓1号库,512F004
北京天竺保税药品协同仓1号库,021Y072
沈阳公共平台仓5号库,024F004
广州公共平台仓14号库,021Y072
东莞亚一综合B仓3号库,021Y072
757F042,513F002
022F005,021Y072
武汉阳逻分拣中心,731F001
广州黄埔保税综合仓2号库,020F008
成都亚一百货A仓1号库,028F029
广州公共平台仓16号库,021Y072
551F011,010F013
316F011,551F011
029F270,029F001
029F001,029F678
杭州生鲜仓1号库,021F008
769F001,579F010
021F005,510F004
020F009,021F009
上海百货B家居日用仓1号库,512F055
广州公共平台仓N2号库,020F041
福州FDC仓A2库,591F009
021F005,523F001
北京商超B米面粮油仓1号库,021Y072
北京商超B牛奶水饮仓6号库,021Y072
北京生活小电仓1号库,021Y072
福州FDC仓B1库,591F002
591F002,591F009
上海商超B母婴玩具仓1号库,512F085
武汉亚一商超B米面粮油仓3号库,021Y072
成都宝洁商超协同仓,028F020
769F007,752F001
731F001,512F085
济南商超B宠物园艺仓1号库,316F021
成都百货B家具建材仓1号库,028F020
广州公共平台仓16号库,CPZ
上海亚一生活小电仓2号库,021F009
杭州亚一生活小电仓1号库,057F021
512F055,021F009
沈阳百货B家居日用仓2号库,024F004
广州百货B家具建材仓4号库,757F003
北京公共平台仓10号库,022F022
北京综合仓1号库,021Y072
广州沃尔玛KA仓1号库,757F042
359F001,029F678
027F002,010F017
武汉亚一公共平台仓8号库,021Y072
512F065,021F051
021F051,512F004
512F008,527F001
沈阳亚一3CA仓1号库,021Y072
021F053,021Y193
021Y193,021F103
成都百货A家居日用仓1号库,028F020
316F011,312F004
312F004,316F011
512F085,021Y657
021Y657,021F051
上海公共平台仓3号库,021F008
571F099,025F002
上海百货B家具建材仓5号库,021F008
天津商超B米面粮油仓2号库,022F020
769F007,757F002
757F002,757Y053
757Y053,757F002
揭阳本地仓2号库,663F001
755F009,021Y072
027F002,057F021
北京维达商超协同仓,010F172
021F021,021F008
临沂分拣中心,527F005
北京服装仓2号库,021Y072
北京洁柔商超协同仓,316F011
512F085,316F011
沈阳商超B个护清洁仓1号库,024F004
上海商超A个护清洁仓7号库,512F004
027F002,027F006
512F011,512F004
010F013,512F085
广州商超B宠物园艺仓1号库,021Y072
PKX,HGH
757F042,668F001
668F001,027F074
010F172,028F029
广州百货B家具建材仓3号库,021Y072
北京公共平台仓21号库,022F022
重庆亚一FDC仓B1库,023F003
022F021,010F013
512F004,021F009
551F011,022F002
上海生鲜仓2号库,021F009
武汉东西湖保税综合仓1号库,021Y072
济南商超A休闲食品仓1号库,531F001
北京3CB电脑办公仓3号库,010F017
760F001,513F002
上海商超B母婴玩具仓1号库,512F055
512F085,028F020
天津商超A个护清洁仓1号库,022F002
上海服装仓5号库,029F678
德州百货B家居日用仓4号库,316F021
021F009,512F085
宿迁墨一无界工厂仓,527F005
青岛FDC仓B1库,532F003
532F003,532F009
532F009,316F001
上海商超A休闲食品仓2号库,512F085
020F242,757F002
021F005,571F041
571F041,057F021
北京百货B家具建材仓1号库,021Y072
广州博展分拣中心,021F008
上海商超B米面粮油仓1号库,512F012
南京商超B米面粮油仓2号库,025F005
上海服装仓N5号库,512F055
广州商超B个护清洁仓5号库,760F001
512F012,512F011
北京商超B米面粮油仓2号库,021Y072
北京商超A个护清洁仓2号库,021Y072
厦门亚一FDC仓B3库,592F009
527F005,021F009
广州宝洁商超协同仓,021Y072
512F004,010F009
010F009,010F017
021F005,519F003
519F003,025F005
上海亚一商超B牛奶水饮仓2号库,021F008
西安百货B家居日用仓1号库,021Y072
广州百货B家具建材仓3号库,020F242
广州亚一服装仓4号库,021Y072
广州商超B宠物园艺仓1号库,020F242
天津商超B米面粮油仓1号库,022F020
021F015,512F085
512F085,021Y318
021Y318,021F051
027F006,551F002
551F002,551Y051
551Y051,551F011
广州百货B家居日用仓7号库,020F060
027F074,025F002
杭州斐乐KA仓1号库,021Y072
上海3CA电脑办公仓3号库,551F002
512F078,571F099
上海亚一商超A休闲食品仓2号库,512F011
757F002,020F242
成都百货B家具建材仓2号库,028F020
591F009,591F002
上海商超B米面粮油仓3号库,021F009
上海生鲜仓3号库,512F011
021F005,574F003
010F172,021F009
021F009,021Y222
021Y222,021F052
德州商超A休闲食品仓4号库,316F021
广州博展分拣中心,020F242
广州商超B个护清洁仓5号库,757F003
成都生活小电仓T1号库,028F020
上海百货B车旅用品仓1号库,512F085
武汉综合仓1号库,021Y072
成都亚一商超B牛奶水饮仓2号库,028F020
银川FDC仓,951F002
951F002,029F270
757F003,020F041
020F041,757F003
广州商超A休闲食品仓2号库,757F003
512F055,021Y072
北京服装仓10号库,021Y072
上海商超B牛奶水饮仓4号库,021F009
合肥亚一FDC仓B2库,551F002
523F004,527F005
上海公共平台仓9号库,021Y072
010F013,021Y072
广州公共平台仓2号库,CPZ
深圳蒋塘营业部,755F004
755F004,755F009
755F009,755F004
广州公共平台仓15号库（新）,021Y072
广州九龙分拣中心,769F001
武汉百货B家具建材仓2号库,021Y072
020F009,512F085
512F085,021Y110
021Y110,021F051
拉萨FDC仓B1库,891F001
891F001,028F020
德州商超A个护清洁仓5号库,316F021
广州公共平台仓4号库,021Y072
512F065,021F009
武汉亚一百货B家居日用仓1号库,021Y072
上海亚洲一号中件库,769F007
